Date,USDARS (Argentina),AUDUSD (Australia),USDBAM (Bosnia & Herzegovina),USDBRL (Brazil),USDBGN (Bulgaria),USDCAD (Canada),USDCLP (Chile),USDCNY (China),USDCOP (Colombia),USDHRK (Croatia),USDCZK (Czech Republic),USDDKK (Denmark),USDEGP (Egypt),EURUSD (Eurozone),USDHKD (Hong Kong),USDHUF (Hungary),USDISK (Iceland),USDINR (India),USDIDR (Indonesia),USDILS (Israel),USDJPY (Japan),USDMYR (Malaysia),USDMXN (Mexico),NZDUSD (New Zealand),USDNOK (Norway),USDPEN (Peru),USDPHP (Philippines),USDPLN (Poland),USDQAR (Qatar),USDRON (Romania),USDRUB (Russia),USDSAR (Saudi Arabia),USDRSD (Serbia),USDSGD (Singapore),USDSKK (Slovakia),USDZAR (South Africa),USDKRW (South Korea),USDSEK (Sweden),USDCHF (Switzerland),USDTWD (Taiwan),USDTHB (Thailand),USDTRY (Turkey),USDAED (United Arab Emirates),GBPUSD (United Kingdom),USDVES (Venezuela),DXY In (United States)
10/08/2005,88.61386139,67.16981132,0.957854406,4.617899469,8.527131783,20.44887781,9.931593615,2.013808976,22.96211251,16.50182197,3.594336198,8.956485002,76.22857143,90.69767442,34.48275862,5.434782609,47.2972973,92.71351351,46.58385093,37.99126638,20.3125,10.06711409,15.06955178,96.4,13.02428256,36.36363636,64.76190476,1.320293399,60.78431373,12.60997067,14.54050037,30.76923077,0,2.249488753,6.237988029,6.190236537,13.14285714,7.501306848,8.71886121,66.94386694,2.302379125,29.8013245,57.77777778,95.89235127,100,5.333333333
11/08/2005,84.51882845,97.81021898,0,40.08990601,0,0.704225352,10.64814815,0,27.55453502,1.353965184,2.022748593,0.95456281,75.65714286,99.04397706,41.37931034,0.995475113,18.01801802,98.6632718,62.11180124,44.10480349,3.13253012,18.45637584,24.53632148,99.70845481,2.223987292,40.90909091,43.80952381,0.801781737,9.803921569,13.90867197,1.162790698,23.07692308,0,6.666666667,0.990615224,5.870260393,8.857142857,0.756732695,1.107594937,74.89361702,0,44.81236203,66.66666667,99.28741093,100,6.424581006
12/08/2005,96.41577061,86.78571429,4.901960784,43.40008173,1.861252115,8.982035928,1.703163017,0,34.11764706,11.09607578,4.923413567,8.18933133,75.65714286,91.55722326,39.08045977,8.85509839,12.16216216,86.06315789,62.11180124,38.86462882,1.587301587,17.28187919,40.10819165,95.74468085,8.813559322,72.72727273,48.57142857,12.73458445,11.76470588,53.20485966,1.917566674,23.07692308,0,17.37373737,10.71705928,10.48966757,11.71428571,7.410655558,6.182380216,71.70212766,4.890510949,87.19646799,55.55555556,96.68141593,100,5.962059621
15/08/2005,96.41577061,75.91240876,19.11764706,26.97180221,16.24365482,14.57085828,1.847940866,0,50.8950509,27.06359946,8.205689278,21.45003757,75.65714286,77.86116323,31.6091954,21.46690519,19.81981982,#N/A N/A,96.46464646,49.34497817,0.444444444,24.32885906,18.4698609,87.27735369,30.37809648,64.1025641,53.33333333,22.92225201,13.7254902,54.62924173,26.16266255,75,21.17617989,28.88888889,15.99792907,29.40251572,11.71428571,15.98333699,17.61978362,88.72340426,16.56934307,61.07266436,68.88888889,93.25221239,100,15.17615176
16/08/2005,99.39209726,77.18631179,28.79310345,32.69309358,24.65986395,11.77644711,0.808687616,1.727982163,7.722007722,29.09343201,10.27870552,22.23506744,75.65714286,76.49325626,50.57471264,22.18992248,29.71698113,85.01052632,95.15418502,46.44808743,10.27837259,41.94630872,24.61360124,82.95165394,30.5278174,35.8974359,62.38095238,6.523681859,9.803921569,62.10290828,34.64052288,41.66666667,33.53101063,27.47474747,14.64435146,27.39312268,17.42857143,21.00416575,17.09265176,98.53249476,30.0729927,67.99307958,55.55555556,92.92035398,100,17.07317073
17/08/2005,94.85861183,33.92070485,34.33098592,35.75807111,31.75182482,41.11776447,11.65048544,1.449275362,49.49104949,47.50231267,23.69572728,39.22928709,82.03221809,58.57418112,51.14942529,35.46511628,40.64171123,85.78947368,93.83259912,22.88228823,22.68041237,46.1409396,36.20556414,69.32153392,51.98766278,89.74358974,66.66666667,23.5862069,13.7254902,79.45269017,39.14807302,57.14285714,42.72300469,43.23725055,32.3923521,44.53996283,23.90029326,34.42227582,29.71246006,94.54191033,37.92592593,93.50850077,68.88888889,86.13744076,100,33.60433604
18/08/2005,98.28850856,7.818930041,63.9084507,53.37147528,62.77372263,52.69461078,30.07712082,22.92993631,57.38855739,82.65494912,33.91684902,57.37957611,83.64312268,40.07707129,38.70967742,49.32170543,45.98930481,92.63157895,100,17.97520661,38.64229765,46.97986577,61.77356866,56.04719764,72.51542152,64.1025641,68.57142857,35.12643678,11.76470588,87.56957328,62.24926752,50,85.66839634,79.3594306,47.21677877,55.34386617,48.20717131,46.21793466,44.24920128,100,46.76131322,93.36419753,68.18181818,73.45971564,100,48.50948509
19/08/2005,89.29824561,6.589147287,71.12676056,74.21332244,70.0729927,37.5249501,35.98971722,48.40764331,56.16005616,78.9546716,40.68294368,61.46435453,83.64312268,35.83815029,30.64516129,52.03488372,45.45454545,95.26315789,97.09090909,23.14049587,36.81462141,88.13559322,83.42268041,51.03244838,87.90267306,44.44444444,63.04347826,45.93103448,11.76470588,85.52875696,70.70092405,42.85714286,95.79935755,97.53521127,50.5799481,55.85501859,64.88222698,58.10129358,51.27795527,97.75862069,40.10647737,98.62068966,70.45454545,73.1042654,100,49.86449864
22/08/2005,88.07017544,20.15503876,50.88028169,43.35921537,48.35766423,19.76047904,28.26948481,54.14012739,38.61003861,67.66882516,33.9744328,46.62813102,65.83850932,50.48169557,35.48387097,50.96899225,20.32085561,89.06666667,94.68438538,33.47107438,19.32114883,98.30508475,70.39175258,56.04719764,72.07017544,100,44.71544715,28.13793103,9.803921569,64.47124304,54.92449854,42.85714286,74.54904868,82.04225352,40.01377046,43.6570632,47.88008565,46.70028503,42.65175719,80.70866142,20.14196983,71.72413793,70.45454545,79.04761905,100,37.39837398
23/08/2005,92.61261261,24.03100775,59.52380952,61.66281755,58.47619048,9.780439122,49.9270073,26.11464968,44.11764706,65.91119334,38.29321663,45.78034682,52.79503106,51.83044316,54.03225806,56.4612326,28.34224599,83.74603175,92.10526316,28.82231405,21.67101828,100,90.9350464,64.01179941,72.63157895,86.15384615,52.84552846,24.82235907,11.76470588,57.94655415,59.20667117,42.85714286,84.56506541,80.63380282,46.23695779,41.5650902,77.51605996,42.73185705,42.33226837,91.38321995,15.7054126,79.03448276,68.18181818,80.95238095,100,35.77235772
