Date,USDARS (Argentina),AUDUSD (Australia),USDBAM (Bosnia & Herzegovina),USDBRL (Brazil),USDBGN (Bulgaria),USDCAD (Canada),USDCLP (Chile),USDCNY (China),USDCOP (Colombia),USDHRK (Croatia),USDCZK (Czech Republic),USDDKK (Denmark),USDEGP (Egypt),EURUSD (Eurozone),USDHKD (Hong Kong),USDHUF (Hungary),USDISK (Iceland),USDINR (India),USDIDR (Indonesia),USDILS (Israel),USDJPY (Japan),USDMYR (Malaysia),USDMXN (Mexico),NZDUSD (New Zealand),USDNOK (Norway),USDPEN (Peru),USDPHP (Philippines),USDPLN (Poland),USDQAR (Qatar),USDRON (Romania),USDRUB (Russia),USDSAR (Saudi Arabia),USDRSD (Serbia),USDSGD (Singapore),USDSKK (Slovakia),USDZAR (South Africa),USDKRW (South Korea),USDSEK (Sweden),USDCHF (Switzerland),USDTWD (Taiwan),USDTHB (Thailand),USDTRY (Turkey),USDAED (United Arab Emirates),GBPUSD (United Kingdom),USDVES (Venezuela),
31/01/2007,119.39,89.16,,77.91,89.53,91.27,96.4,88.43,82.37,96.81,89.48,99.59,,104.24,109.2,99.21,141.85,95.48,95.61,88.2,84.17,99.87,111.46,104.46,92.32,91.49,99.8,102.41,,110.26,91.71,92.71,,90.83,87.46,90.58,131.45,108.25,90.01,,98.04,90.36,94.65,130.17,,108.5
28/02/2007,117.44,88.6,,79.54,89.58,91.75,95.08,89.65,83.02,96.98,88.19,100.4,,104.38,106.81,100.43,146.88,95.2,95.59,87.62,82.86,99.46,110.57,103.88,91.8,91.93,99.43,102.13,,110.18,92.62,91.48,,91.13,88.13,89.97,131.39,107.1,89.69,,100.86,91.87,94.76,129.61,,108.24
31/03/2007,117.41,89.15,,79.19,89.36,91.9,95.29,88.21,84.34,97.2,88.83,100.88,,105.47,107.73,102.38,145.16,95.08,93.62,87.04,84.96,98.5,108.54,103.82,91.41,90.72,99.92,103.13,,110.4,92.67,90.77,,90.81,89.69,87.42,129.92,106.37,90.09,,104.32,90.66,94.46,127.71,,108.35
30/04/2007,116.48,92.31,,80.43,89.31,94.21,95.48,87.13,86.24,97.1,89.33,100.66,,106.41,105.64,104.18,146.69,99.36,93.13,88.62,82.89,98.92,108.61,107.59,90.38,91.55,102.03,103.51,,111.43,92.32,89.34,,91.03,90.38,90.09,130.9,107.45,89.62,,104.69,93.08,93.37,128.14,,107.23
31/05/2007,115.56,92.14,,82.11,88.9,97.51,97.21,87.72,91.58,98.17,88.62,100.53,,106.09,105.18,103.52,152.53,102.08,95.77,89.83,81.26,99.66,108.94,107.24,90.09,93.47,103.09,103.39,,113.47,92.53,88.87,,90.61,89.55,91.43,130.99,107.29,88.74,,104.05,94.88,93.57,127.46,,106.78
30/06/2007,115.06,94.35,,84.48,88.21,99.96,96.97,88.69,95.54,97.51,87.59,100.23,,105.51,105.89,102.81,154.69,102.28,94.49,86.52,79.63,98.66,108.63,110.42,89.95,95.18,102.08,103.06,,115.47,93.39,89.13,,89.7,88.98,90.41,130.99,105.6,88.3,,106.03,95.89,94.47,128.36,,106.66
31/07/2007,112.21,95.82,,86.08,90.29,100.78,98.04,89.01,93.25,97.51,88.81,99.98,,105.74,104.67,104.47,157.71,102.31,92.62,84.96,79.06,97.6,108.7,112.82,89.6,95.88,103.07,103.02,,119.3,93.93,88.79,,91.63,90.6,92.35,131.08,107.46,88.04,,111.16,96.32,93.94,128.39,,105.02
31/08/2007,112.98,91.77,,83.1,93.14,99.88,98.96,89.94,88.79,97.67,90.61,99.7,,105.43,104.46,100.75,147.65,101.74,90.16,86.32,83.14,96.47,106.83,104.92,90.36,94.26,101.25,102.4,,116.96,93.88,89.46,,91.71,89.77,89.71,128.09,105.65,88.69,,105.33,94.18,95.3,127.85,,104.98
30/09/2007,111.96,92.7,,84.72,94.11,102.34,99.76,89.7,85.33,98.69,91.16,100.16,,106.34,103.9,102.15,149.62,101.67,90.53,87.67,83.43,95.83,106.87,102.75,90.44,93.65,102.57,102.78,,113.57,94,88.97,,90.86,89.26,90.24,127.91,107.12,88.38,,103.82,97.41,95.07,126.04,,103.47
31/10/2007,108.76,97.12,,88.27,94.09,106.49,101.09,88.46,88.49,98.54,92.27,100.15,,107.07,103.8,103.68,154.2,102.05,91.42,87.53,81.37,96.92,108.14,106.52,92.27,96.09,105.2,102.88,,113.84,95,88.38,,93.45,89.97,93.83,128.24,108.8,87.85,,104.69,101.79,94.27,125.25,,101.23
30/11/2007,108.2,95.36,,88.85,95.62,106.76,98.73,88.53,85.56,99.33,95.25,101,,108.65,101.89,102.87,150.54,100.36,88.04,88.25,83.61,96.23,106.93,105.67,91.46,97.07,107.41,103.04,,110.86,95.05,87.6,,93.77,91.14,92.79,124.88,108.45,89.7,,103.42,101.71,93.37,123.69,,99.71
31/12/2007,109.04,93.17,,88.39,96.08,102.72,100.84,90.28,87.38,100.18,96.72,100.63,,108.53,102.31,103.24,148.72,100.37,88.39,89.15,82.6,97.18,107.88,107.42,92.46,101.62,108.86,102.79,,109.06,95.91,88.01,,92.92,90.36,92.16,123.64,106.55,88.93,,107.48,103.2,94.68,121.74,,100.17
31/01/2008,108.62,93.3,,88.55,97.56,100.98,103.29,91.98,88.73,100.94,100.73,101.19,,107.93,99.85,103.14,142.96,100.03,87.91,92.06,84.87,98.08,106.72,106.33,92.33,103.38,109.45,102.9,,105.41,97.29,88.1,,93.73,90.86,90.46,120.43,105.91,90.98,,106.18,103.35,95.09,116.4,,99.55
29/02/2008,106.51,95.75,,90.19,97.93,101.45,105.02,94.79,92.45,100.69,102.94,101.55,,107.07,100.15,100.92,138.74,99.04,89.41,94.58,83.82,98.35,107.4,107.82,92.99,102.95,109.99,102.42,,106.42,97.19,88.07,,94.36,91.72,82.43,118.68,106.29,91.17,,102.34,101.89,94.79,115.73,,98.19
31/03/2008,105.15,95.22,,89.74,99.56,100.15,109.28,92.36,94.27,101.64,104.07,102.75,,110.77,97.81,103.02,125.13,97.4,88.24,94.83,87.99,97.27,106.75,106.46,94.95,99.72,112.46,103.94,,105.84,97.87,86.74,,94.28,94.13,77.75,112.22,107.74,94.46,,99.53,94.94,92.84,113.99,,96.69
30/04/2008,104.45,95.32,,90.1,100.41,98.74,107.78,92.82,96.46,102.18,104.86,103,,111.58,97.21,105.8,123.45,98.53,87.64,94.96,85.48,97.39,108.46,104.43,96.3,99.16,116.01,104.02,,108.54,98.92,86.76,,96.44,94.52,79.07,111.14,108.64,93.86,,100.18,90.87,93.16,111.98,,96.42
31/05/2008,104.69,98.09,,92.53,99.6,100.87,103.51,93.16,98.36,102.52,104.18,102.32,,110.87,97.95,108.62,123.75,93.92,88.4,99.71,84.9,96.69,108.76,103.24,94.59,97.89,117.29,103.67,,107.28,99.71,86.93,,97.33,96.8,81.63,106.87,108.71,92.02,,101.2,96.47,94.91,112.01,,97.15
30/06/2008,107.41,98.57,,94.72,98.79,98.99,99.17,93.63,100.88,102.78,107.21,102.11,,110.43,98.38,110.45,118.15,94.41,90.32,99.7,82.66,99.09,109.57,101.45,91.64,96.29,117.85,103.66,,107.01,100.47,86.94,,96.42,99.94,79.17,107.71,107.98,92.31,,98.38,96.64,95.25,112.28,,97.77
31/07/2008,107.23,99.25,,95.89,99.92,98.85,97.46,93.59,97.53,102.97,111.3,101.98,,110.05,98.15,115.38,118.85,94.25,91.92,99.32,81.97,99.4,110.52,100.02,92.72,95.4,121.92,103.03,,109.7,100.83,87.33,,97.07,99.21,82.6,108.98,106.8,91.7,,96.95,97.58,95.21,112.02,,97.19
31/08/2008,109.22,93.47,,97.1,98.84,96.05,97.47,95.75,95.62,102.36,106.62,100.92,,107.24,98.97,111.97,119.92,96.53,94.71,97.55,82.04,99.42,114.06,97.75,93.44,97.66,119.03,102.05,,110.18,100.98,90.13,,96.32,99.1,85.22,107.9,106.43,90.13,,95.16,103.92,97.89,111.03,,99.15
30/09/2008,113.59,88.2,,89.39,99.53,96.69,98.44,98.38,87.37,102.98,104.72,100.69,,105.89,99.86,108.98,111.83,92.73,95.22,100.44,85.91,97.54,110.34,95.41,94.18,95.31,115.65,102.35,,107.2,100.25,92.57,,96.23,99.94,83.34,100.75,104.89,90.8,,95.5,102.34,101.48,109.33,,101.24
31/10/2008,120.19,76.37,,77.04,99.88,88.44,89.83,102.6,83.93,101.55,102.52,99.91,,103.46,103.67,99.84,97.56,90.89,92.06,101.68,95.55,97.89,96.19,90.93,96.84,94.92,108.39,101.79,,104.83,102.62,98.3,,97.44,99.95,72.2,88.31,101.06,94.41,,96.33,93.75,106.81,108.94,,106.94
30/11/2008,120.9,74.96,,76.63,100.2,87.15,87.42,105.28,84.75,101.94,100.36,100.15,,102.65,108.24,97.87,87.65,91.84,79.84,98.6,100.93,97.42,96.16,86.85,99.17,94.8,104.36,101.54,,104.61,104.09,101.64,,98.53,100.99,72.01,84.8,97.75,93.67,,95.61,91.09,110.26,102.5,,108.05
31/12/2008,119.34,75.43,,72.31,102.36,85.48,86.34,102.85,88.25,102.21,99.11,103.23,,108.09,106.66,100.26,94.94,89.73,81.61,97.88,106.46,96.36,94.38,84.58,98.68,95.32,99.72,102.55,,103.66,99.35,100.19,,98.35,103.76,71.62,85.24,93.58,94.27,,92.67,91.49,108.65,96.65,,106.25
31/01/2009,117.13,76.34,,75.88,104.27,85.88,89.24,104.82,88.8,102.15,97.25,103.15,,107.11,107.15,96.06,97.11,89.77,83.1,97.15,106.85,95.86,91.42,83.41,97.39,98.03,95.13,102.34,,98.08,90.67,101.16,,97.64,105.27,73.14,86.53,93.64,96.57,,93.12,90.52,109.45,94.23,,107.34
28/02/2009,117.29,74.76,,77.29,104.27,85.62,91.98,107.62,81.46,101.52,92.54,103.71,,106.56,108.55,90.76,108.62,89.63,79.59,94.25,105.71,96.18,87.74,79.99,96.28,99.37,86.89,101.77,,97.31,84.53,103.37,,97.46,105.93,74.57,83.58,91.2,96.08,,94.84,89.27,111.32,97.51,,110.25
31/03/2009,112.97,77.03,,77.71,104.66,84.63,94.1,107.41,83.13,102.01,97.6,105.03,,108.98,109.85,89.9,106.08,86.14,80.82,92.96,100.1,95.5,87.76,82.53,98.4,98.72,88.43,103,,98.44,88.05,103.92,,96.69,105.81,76.05,84.05,89.87,95.49,,94.97,86.7,110.98,95.17,,110.89
30/04/2009,108.91,81.27,,80.42,104.15,86.03,93.7,104.93,84.82,102.35,98.33,103.91,,107.99,108.1,92.51,94.69,87.58,85.37,91.68,97.36,95.55,94.99,86.48,99.3,98.15,92.14,102.54,,99.59,89.84,102.03,,95.89,104.38,83.07,90.83,91.74,95.27,,95.27,90.51,108.44,97.1,,108.28
31/05/2009,104.2,85.4,,84.66,103.74,91.26,94.1,101.56,88.49,103.28,98.58,104.23,,108.4,105.09,98.44,92.86,88.87,88.72,92.4,97.11,95.7,95.24,88.61,99.77,97.41,93.13,102.34,,99.9,92.12,99.29,,96.72,104.14,87.12,94.89,94.2,95.88,,94.92,91.13,105.07,99.44,,105.24
30/06/2009,100.5,88.78,,88.98,103.79,92.9,95.42,99.58,93.18,104.45,99.77,105.14,,109.71,103.88,99.5,91.96,89.71,89.38,94.66,96.03,95.04,93.4,92.65,98.03,96.2,91.61,102.4,,99.49,93.63,98.05,,95.98,104.79,89.85,93.35,92.24,96.28,,95.8,90.03,103.41,103.88,,104.83
31/07/2009,99.46,89.07,,90.07,103.19,92.62,96.98,99.18,94.82,103.43,102.43,104.89,,108.73,103.49,104.09,91.4,89.16,90.27,96.81,97.75,93.93,93.41,93.72,97.13,95.51,96.52,102.19,,99.2,92.48,98.29,,96.72,104.32,91.59,93.24,92.39,95.56,,95.53,91.75,103.52,103.61,,104.37
31/08/2009,97.17,91.74,,93.62,102.77,95,94.14,98.4,95.1,103.05,102.46,104.27,,108.93,100.79,104.27,90.4,89.45,90.9,97.6,96.66,93.92,95.43,97.24,97.77,94.38,99.75,101.56,,98.72,90.68,97.54,,96.63,103.81,90.48,94.46,97.76,95.34,,95.06,91.99,102.83,103.58,,102.92
30/09/2009,96.64,93.48,,94.01,103.14,95.09,93.82,97.47,96.26,103.41,103.75,104.91,,109.93,100.14,103.78,91.4,88.68,91.91,98,99.27,93.61,92.38,99.49,98.12,93.71,99.42,102.14,,98.93,91.98,96.79,,96.3,104.1,95.04,95.22,98.66,96.33,,94.34,90.75,102.14,100.77,,102.02
31/10/2009,95.46,97.3,,97.55,103.28,96.92,93.08,95.93,98.76,104.62,101.77,105.16,,110.9,101.06,105.33,91.56,91.08,94.28,97.93,98.8,94.88,93.28,102.18,98.14,95.23,98.38,102.1,,98.33,94.7,96,,97.13,104.45,94.24,97.2,97.94,97.23,,94.25,92.67,100.21,98.38,,100.56
30/11/2009,95.77,98.21,,97.82,103.22,96.52,99.03,95.72,94.26,104.17,101.84,105.02,,110.73,100.31,104.41,91.59,92.1,93.79,96.18,99.37,94.83,94.24,99.89,96.96,94.59,99.71,102.12,,98.79,95.82,95.57,,97.23,104.57,93.08,97.6,97.5,97.5,,94.27,91.79,99.7,100.53,,99.87
31/12/2009,97.28,97.17,,97.28,102.95,96.92,100.15,97.26,92.49,102.98,100.17,104.02,,109.65,101.2,102.68,92.24,92.94,94.56,96.57,98.6,94.77,96.77,98.87,97.76,96.97,99.5,101.72,,99.86,93.6,96.61,,96.44,103.91,94.31,98.11,96.24,96.95,,94.75,92.47,99.71,100,,99.8
31/01/2010,98.87,98.88,,96.52,102.4,98.11,100.95,97.98,94.75,102.79,100.41,103.15,,105.92,100.93,104.64,92.61,95.96,97.04,98.36,96.78,96.03,98.01,100.25,98.7,97.78,101.1,101.03,,102.82,96.79,97.16,,96.87,102.98,95.51,101.43,96.67,97.68,,95.88,97.34,99.5,100.52,,100.11
28/02/2010,100.62,97.06,,94.79,101.45,97.63,95.89,100.45,97.92,101.5,99.37,102.4,,103.01,102.58,102.6,94.11,96.1,97.28,98.51,98.57,95.37,97.93,97.49,99.86,98.07,101.1,100.24,,102.15,98.35,98.81,,96.76,101.66,94.89,100.38,97.93,96.65,,96.5,98.14,100.65,99.66,,101.03
31/03/2010,99.82,99.69,,97.84,100.49,100.32,97.08,99,99.46,101.33,100.1,101.82,,102.89,101.68,104.31,94.92,98.26,98.47,98.29,97.8,97.57,101.06,97.51,99.8,99.08,103.5,100.67,,101.98,100.73,98.88,,97.11,100.62,98.64,102.09,99.28,96.92,,98.17,97.23,100.1,96.08,,100.47
30/04/2010,99.35,101.22,,99.76,100.47,102.29,97.61,98.95,97.91,100.86,100.44,100.75,,101.44,101.3,103.69,95.31,102.03,99.63,99.56,94.14,100.83,103.26,98.34,99.37,101.77,103.12,100.21,,100.26,102.38,98.89,,98.75,100.05,99.41,104.5,98.82,97.68,,99.17,100.58,99.21,98.52,,99.91
31/05/2010,102.06,97,,99.46,99.11,100.21,97.74,101.43,97.77,99.88,97.77,99.14,,98.2,102.72,98.9,98.74,101.82,99.88,100.75,97.53,101.06,99.72,98.9,101.38,100.93,97.38,99.5,,98.21,102.69,102.23,,100.23,99.44,98.7,101.42,97.35,96.61,,100.54,100.93,102.07,98.46,,102.9
30/06/2010,102.75,96.13,,100.64,97.71,100.74,97.96,101.91,101.46,99.88,96.6,98.11,,96.41,103.76,96.78,101.14,101.82,101.86,100.57,99.69,101.61,100.22,99.06,102.48,100.3,95.86,99.23,,96.34,102.32,103.75,,99.56,99.18,99.83,97.93,97.45,98.04,,101.24,100.33,103.4,101.05,,103.64
31/07/2010,101.36,97,,100.95,99.04,99.86,97.81,100.81,102.89,100.47,99.74,99.02,,97.93,99.42,97.11,101.34,99.86,102.59,98.92,101.45,101.87,98.72,100.23,101.82,98.89,97.27,100,,99.41,101.7,102.47,,100.63,99.82,99.46,97.03,99.22,101.06,,99.73,99.25,101.54,101.45,,101.85
31/08/2010,101.1,98.62,,100.46,98.73,99.44,101,99.77,105.11,99.48,101.15,99.07,,97.6,98.04,96.91,103.55,99.49,102.58,99.96,103.06,102.47,98.77,99.48,101.74,100.37,98.77,99.51,,99.79,101.75,101.64,,101.36,99.14,101.43,98.35,99.59,101.11,,100.31,100.28,100.75,103.29,,100.8
30/09/2010,99.7,101.43,,102.1,99.24,99.58,103.24,99.76,104.77,99.1,101.33,99.03,,97.89,97.04,96.38,104.29,100.09,101.65,100.62,103.11,102.77,98.21,100.39,100.87,101.21,100.04,99.66,,99.42,99.69,100.69,,101.68,99.05,102.45,99.57,102.45,103.54,,101.88,101.24,100.16,101.1,,99.6
31/10/2010,97.42,103.13,,102.25,100.59,100,102.5,98.3,101.91,99.4,102.71,100.16,,101.17,97,100.81,104.77,101.07,99.19,100.92,103.88,100.18,100.17,101.24,98.2,100.14,101.79,100.45,,100.27,97.21,97.68,,101.83,99.71,102.22,100.07,103.67,102.82,,101.84,103.37,97.06,98.69,,96.41
30/11/2010,98.31,104.12,,101.48,100.69,100.61,103.05,100.19,99.16,98.25,101.73,99.51,,99.74,97.42,99.78,105.15,100.53,99.62,100.58,102.46,99.81,101.9,104.57,97.88,100.72,101.11,100.07,,99.9,96.63,98.42,,102.63,99.47,101.96,98.86,102.79,102.29,,102.45,102.88,97.61,100.62,,96.35
31/12/2010,98.64,105.73,,103.77,100.07,101.2,105.17,101.46,96.89,97.08,98.65,97.83,,97.8,98.11,98.09,104.06,102.98,100.21,102.97,101.52,100.43,102.03,102.53,97.9,100.75,98.96,99.42,,99.45,99.75,99.39,,102.6,98.88,105.49,98.37,104.78,105.61,,102.31,98.45,97.95,100.56,,96.93
31/01/2011,97.97,105.4,,104.72,100.78,102.04,101.03,101.81,99.47,97.54,102.19,97.85,,96.52,97.27,99.49,101.12,102.5,99.53,102.73,100.91,101.87,103.86,103.55,98.13,99.25,102.92,100.09,,100.96,103.31,99.54,,104.51,99.98,103.23,100.65,105.92,105.67,,100.07,95.14,96.69,100.9,,95.98
28/02/2011,96.38,105.94,,104.68,102.06,101.97,102.87,102.36,98.07,97.77,103.03,98.87,,97.56,97.16,101.53,100.31,101.26,100.04,99.56,99.59,101.85,103.74,101.65,97.87,100.87,102.07,99.94,,102.07,105.3,98.63,,104.08,100.1,98.53,100.3,108.18,104.73,,98.87,92.48,95.26,102.15,,95.2
31/03/2011,95.46,105.4,,104.63,102.32,103.14,101.61,100.78,97.19,98.46,102.42,99.59,,100.08,96.15,102.64,99.94,101.88,100.39,100.64,99.9,101.14,103.31,98.12,97.18,100.55,100.54,101.32,,104.48,106.8,97.48,,103.81,100.63,101.87,99.35,107.74,106.42,,99.43,91.32,93.57,100.14,,94.77
30/04/2011,92.74,108.74,,108.49,102.35,104.27,101.92,99.65,99.42,98.99,103.03,100.28,,101.69,95.48,105.6,99.86,103.19,99.94,102.87,96.28,100.59,104.55,102.5,94.74,100.36,102.35,101.48,,106.76,105.97,96.05,,104.31,101.01,103.18,101.39,107.41,106.13,,100.61,93.11,91.63,99.86,,93.53
31/05/2011,93.21,109.52,,106.84,101.93,103.46,102.8,99.81,99.96,98.35,102.71,99.88,,100.6,95.28,104.6,99.6,101.79,100.35,102.16,98.57,100.09,103.93,103.32,95.83,99.7,103.27,101.18,,106.07,106.99,95.86,,105.24,100.91,101.25,100.99,107.22,109.27,,99.55,92.12,91.68,100,,93.72
30/06/2011,93.01,108.74,,108.42,101.43,101.74,102.33,100.12,101.13,98.05,103.2,99.98,,100.8,95.19,104.62,99.52,102.25,100.66,103.93,99.14,99.71,102.44,105.92,96.05,99.49,102.19,101.04,,104.02,106.81,95.99,,104.99,100.99,102.52,101.23,105.29,113.21,,98.42,89.01,91.83,98.88,,93.68
31/07/2011,92.54,110.06,,109.92,101.67,103.94,103.42,100.43,101.98,97.23,103.17,99.69,,99.23,94.21,103.89,99.37,103.75,100.81,103.59,99.92,100.29,103.82,109.34,97.09,100.29,101.09,100.84,,102.53,107.45,96,,107.48,100.49,103.09,103.35,104.72,115.01,,99.24,86.11,91.34,98.75,,93.06
31/08/2011,92.58,106.73,,107.95,101.88,101.27,102.42,101.25,100.72,96.83,103.37,99.88,,99.64,91.25,102.12,100.44,101.56,100.81,100.15,102.76,100.04,98.85,108.16,97.39,100.33,98.05,100.33,,102.28,103.43,95.76,,108.34,100.89,98.72,101.67,104.5,120.59,,99.53,81.68,90.93,100.33,,93.56
30/09/2011,96.28,105.6,,101.26,101.31,100.32,101.06,104.47,100.5,96.14,101.37,99.18,,99.25,93.75,96.72,102.08,99.29,99.79,98.21,104.74,98.64,93.76,106.49,99.54,100.46,92.27,100.74,,100.75,99.29,97.95,,106.26,101.16,94.79,98.55,104.51,111.11,,98.92,82.73,93.34,100.2,,96.07
31/10/2011,97.44,105.02,,100.14,101.98,99.02,96.38,105.76,97.39,96.78,100.32,99.2,,99.78,97.44,93.46,103.49,96.83,99.58,99.35,105.59,97.75,91.81,103.66,101.1,100.76,92.57,101.53,,100.43,98.37,98.6,,105.13,101.55,90.69,96.05,104.68,108.25,,98.17,84.2,94.43,100.38,,96.65
30/11/2011,97.3,105.19,,100.43,101.9,98.87,97.54,106.45,97.17,96.71,98.01,98.82,,99.28,98.16,90.02,103.16,94.46,98.7,98.07,103.95,97.65,91.33,101.54,102.76,101.58,91.17,101.13,,99.89,100.81,99.13,,105.08,101.9,89.38,98.07,104.29,107.51,,98.59,87.07,95.08,101.64,,97.04
31/12/2011,98.67,106.21,,98.99,101.07,98.94,97.06,108.08,97.44,95.13,97.3,97.74,,97.8,99.63,90.77,102.06,91.97,99.1,97.99,104.12,98.15,92.16,102.1,104.06,101.25,89.68,100.53,,99.91,100.41,100.04,,105.21,101.11,90.2,97.72,104.76,106.23,,97.91,86.17,96.19,102.46,,97.4
31/01/2012,97.65,108.62,,101.9,100.44,99.83,99.6,109.58,101.61,93.67,98.25,97.14,,94.48,99.97,90.9,101.26,95.07,99.11,97.17,104.86,99.28,94.63,105.44,103.07,101.41,91.7,100.69,,99.2,102.17,99.86,,106.86,101.39,92.65,97.86,104.73,106.08,,96.34,88.81,96,102.03,,97.07
29/02/2012,95.11,110.48,,104.82,100.64,100.7,102.51,108.11,104.33,93.42,99.93,97.92,,94.98,98.4,96.62,99.78,97.79,98.49,96.97,101.49,100.93,98.49,108.5,101.82,102.46,96.06,100.44,,98.85,105.4,98.47,,107.28,100.78,95.8,98.85,105.43,106.8,,98.32,91.16,93.62,102.03,,95.5
31/03/2012,96.95,108.72,,100.42,100.21,101.15,102.02,108.36,105.44,94.55,100.7,97.83,,96.07,99.03,96.1,98,96.4,97.55,96.54,96.78,100.52,98.66,107.32,103.27,102.8,96.88,101.07,,98.11,107.39,98.91,,108.09,100.51,97.57,99.03,104.22,106.82,,99.74,89.5,93.66,102.06,,96.36
30/04/2012,97.75,106.66,,97.66,99.94,101.53,102.01,108.2,105.41,95.38,99.7,97.33,,96.06,99.14,95.6,98.28,95.02,97.23,97.51,98.22,99.75,95.74,107.18,104.55,103.74,96.04,100.8,,97.43,107.11,98.92,,109.21,100.65,94.93,97.92,104.26,106.7,,99.3,90.84,93.68,103.85,,96.75
31/05/2012,100.56,104.31,,92.93,99.59,100.54,101.28,109.09,106.49,96.16,97.62,97.17,,94.86,100.29,95.45,100.37,91.79,96.64,97.09,101.16,99.52,92.15,102.91,105.86,103.73,93.19,100.26,,96.14,104.66,100.48,,109.5,100.64,92.51,97.11,102.16,105.97,,99.06,91.72,95.61,105.37,,98.48
30/06/2012,102.65,106.15,,91.08,98.58,99.12,100.5,108.92,107.96,95.44,96.46,96.71,,94.36,101.6,95.46,102.36,90.83,96.86,96.58,102.49,98.22,91.25,104.83,107.11,105.76,93.21,100.05,,95.43,101.02,102.24,,109.37,100.81,91.81,97.59,103.08,105.31,,99.26,91.85,96.97,104.22,,99.88
31/07/2012,101.42,110.35,,92.64,99.46,100.39,103.3,108.83,108.05,94.62,96.45,95.59,,91.97,99.5,97.14,104.08,92.67,97.17,94.71,102.45,98.5,95.8,106.91,108.4,108.07,94.64,99.53,,93.39,104.35,102.7,,111.2,99.76,93.91,99.29,105.81,103.89,,99.5,93,97,105.66,,99.22
31/08/2012,100.21,111.57,,92.09,99.43,101.95,104.95,108.39,105.79,94.82,97.5,95.14,,91.97,98.52,99.4,107.31,92.41,96.38,94.16,102.05,99.32,96.58,107.25,108.79,107.39,96,98.97,,94.14,104.92,101.99,,111.96,99.21,92.96,99.76,108.87,103.56,,99.6,93.15,96.38,105.8,,98.53
30/09/2012,98.22,109.01,,91.17,100.89,102.47,105.46,107.56,104.57,97.07,98.85,95.94,,94.32,97.18,98.35,102.65,93.33,94.31,93.84,101.26,99.15,97.77,106.76,108.32,106.77,95.54,99.71,,95.9,104.51,100.66,,112.46,99.99,91.56,99.71,107.17,104.02,,99.95,91.19,94.84,105.94,,97.04
31/10/2012,97.29,107.47,,91.15,101.07,101.53,105.39,107.81,104.06,96.38,98.33,96.04,,94.84,99.5,99.25,101.02,95.09,93.58,95.28,99.55,99.67,98.46,106.7,108.19,107.17,96.61,99.79,,94.81,105.19,100.64,,112.27,100.27,87.81,100.66,105.61,104.17,,100.75,92.19,93.88,105.5,,96.47
30/11/2012,97.47,109.03,,90.55,100.69,100.72,104.15,109.7,103.5,95.73,96.24,95.64,,94.18,100.29,98.96,99.81,92.6,93.9,94.44,96.8,100.16,98.2,106.79,108.11,108.57,95.96,99.44,,95.44,105.43,101.37,,112.91,100.17,87,102.6,105.21,104.01,,100.98,93.76,94.65,105.8,,96.66
31/12/2012,96.04,109.16,,90.03,101.3,100.58,104.09,110.04,104.41,95.85,97.16,95.84,,95.68,100.12,98.04,98.72,92.05,93.85,96.59,92.92,99.81,99.85,107.9,108.93,108.48,97.26,99.63,,97.3,106.69,100.77,,113.49,100.3,88.23,103.51,105.43,104.13,,101.48,92.84,93.9,105.88,,95.5
31/01/2013,94.55,109.76,,92.72,102.37,100.15,104.83,111.58,105.49,96.45,98.13,96.4,,95.73,100.62,96.95,97.07,91.66,94.91,97.26,86.79,100.93,101.3,108.98,109.08,110.43,97.23,99.13,,101.69,109.32,101.86,,113,101.43,86.71,105.4,106.05,103.43,,104.44,94.84,94.06,103.86,,95.73
28/02/2013,92.51,107.99,,95.87,102.37,99.14,104.53,113.43,104.13,96.43,98.56,97.41,,96.49,101.63,97.32,98.85,92.87,95.76,98.1,82.42,99.36,101.22,109.76,107.31,111.4,96.53,98.87,,102.05,109.75,101.9,,113.44,101.36,86.59,103.82,108.02,103.76,,106.13,94.41,93.69,100.92,,96.55
31/03/2013,92.26,109.35,,96.69,100.65,97.99,105.67,113.77,103.36,95.54,96.73,96.35,,96.06,102.4,92.99,102.68,92.93,96.79,99.59,81.7,100.01,104,109.16,108.27,112.29,95.79,99.76,,100.74,109.57,102.9,,113.04,100.79,85.76,103.17,109.12,102.6,,108.37,94.76,94.81,99.88,,97.6
30/04/2013,91.63,109.7,,96.19,100.2,98.3,105.06,114.89,102.31,95.73,96.06,96.31,,96.07,103.29,94.68,108.06,93.43,96.87,101.49,79.12,102.25,106.81,111.62,108.25,111.61,96.79,99.75,,101.16,107.99,102.81,,112,101.02,86.67,101.35,107.73,103.36,,110.52,95.48,94.52,101.36,,97.03
31/05/2013,91.37,105.07,,95.28,99.98,98.39,103.78,115.87,102.01,96.14,95.68,96.55,,96.32,103.74,96.61,106.34,93.15,97.25,101.44,76.87,104.11,105.61,109.72,106.96,111.86,95.58,99.82,,102.48,109.05,103.17,,111.71,100.93,84.34,102.71,106.3,101.62,,108.89,94.27,95.14,101.82,,97.73
30/06/2013,92.54,100.57,,89.71,100.61,97.44,100.01,115.92,99.81,97.58,97.32,97.37,,98.1,103.82,96.56,105.54,89.18,97.19,102.34,80.11,99.99,100.26,106.35,104.08,108.12,93.95,100.25,,99.86,105.48,103.14,,111.29,101.82,78.88,100.23,105.74,103.45,,105.1,90.98,95.77,102.31,,98.54
