Date,USDARS (Argentina),AUDUSD (Australia),USDBAM (Bosnia & Herzegovina),USDBRL (Brazil),USDBGN (Bulgaria),USDCAD (Canada),USDCLP (Chile),USDCNY (China),USDCOP (Colombia),USDHRK (Croatia),USDCZK (Czech Republic),USDDKK (Denmark),USDEGP (Egypt),EURUSD (Eurozone),USDHKD (Hong Kong),USDHUF (Hungary),USDISK (Iceland),USDINR (India),USDIDR (Indonesia),USDILS (Israel),USDJPY (Japan),USDMYR (Malaysia),USDMXN (Mexico),NZDUSD (New Zealand),USDNOK (Norway),USDPEN (Peru),USDPHP (Philippines),USDPLN (Poland),USDQAR (Qatar),USDRON (Romania),USDRUB (Russia),USDSAR (Saudi Arabia),USDRSD (Serbia),USDSGD (Singapore),USDSKK (Slovakia),USDZAR (South Africa),USDKRW (South Korea),USDSEK (Sweden),USDCHF (Switzerland),USDTWD (Taiwan),USDTHB (Thailand),USDTRY (Turkey),USDAED (United Arab Emirates),GBPUSD (United Kingdom),USDVES (Venezuela),DXY In (United States)
03/03/2011,92.11328682,85.35432598,11.17381502,19.03802658,13.96788952,10.13989917,50.37553508,27.3712686,86.47784184,19.09992721,32.45941484,12.75236306,33.23782235,87.26228183,58.10539705,29.84215706,31.59542533,25.25361976,4.178126263,24.13407222,28,23.54555462,46.5354884,15.12622218,9.499017904,28.14070352,26.48609264,48.43603951,60.66666667,7.998492746,4.814480141,70,21.02407654,11.37230079,12.16392075,11.42754694,70.49356685,17.65618871,11.39767034,77.37391304,17.51123091,74.47541086,39,83.588284,100,10.13290358
04/03/2011,90.24392742,81.77446705,6.676656629,21.80910751,10.11490055,13.35919741,52.25848413,21.82782796,78.79313176,13.82444767,21.96995932,8.402817655,32.67776511,91.51510243,53.96900317,20.97143209,22.09774074,17.479765,4.638538276,21.78190859,30.36441727,16.07436341,38.17287421,12.66402254,7.643868036,24.87437186,18.18691467,38.69527562,60,5.639972567,5.229015354,72.85714286,16.54163082,9.256792772,7.631451634,9.154301893,63.07820283,15.19010543,10.92512526,70.7826087,14.88825864,73.51112726,36,86.68686744,100,7.155483765
07/03/2011,#N/A N/A,76.43410853,5.880562233,#N/A N/A,9.814189782,16.18421053,50.98648671,15.1872964,71.11827587,12.98795596,15.75131417,7.974201158,32.11832407,91.85890548,52.45734945,17.82006527,18.76675482,14.13157658,3.644105078,18.42815656,31.36317973,9.764484676,34.4154766,9.17620483,6.767296977,21.35678392,13.94960082,31.7866399,58,5.921334541,5.768000688,71.42857143,16.18159294,8.580558144,7.2476994,8.786647361,57.08915409,17.93212313,10.92881304,64.99130435,10.85950846,71.87068138,38,80.55737705,100,8.605427429
08/03/2011,#N/A N/A,73.72093023,7.57616219,#N/A N/A,10.18942736,13.94736842,52.4799538,12.27159975,57.22831164,11.95680574,10.8860324,8.276524242,45.311653,91.46674565,49.34195861,14.26993285,17.28834086,12.64674771,3.67081448,14.53394559,35.36900342,10.37281913,25.51976233,9.639005982,7.116000478,16.83417085,17.42650851,22.71047355,54,5.648049225,6.729742532,65.71428571,15.10834943,7.079295062,7.720605433,6.770575357,53.26461292,20.14996054,14.11149826,61.6,8.008407489,58.87015396,40,74.31578947,100,10.57170414
09/03/2011,85.09291776,68.99224806,11.16198722,21.31182217,12.96778814,11.91776316,57.31475674,13.69318506,40.09403966,13.07113228,13.02650781,11.37153697,57.65686703,88.36902768,42.87893871,15.04530648,19.89516548,13.82673551,4.865475,11.35842467,39.88556453,9.255325481,17.33338007,8.809160111,9.388323965,16.33165829,15.47299986,20.84140329,50,7.43067297,10.2372657,60,14.04549781,10.94143504,10.94256052,6.622807401,42.5974656,20.75769534,16.20209059,56.56867395,5.678396415,42.21505282,40,67.89473684,100,13.70349764
10/03/2011,80.79553214,58.29457364,18.73229586,26.32657144,20.41736433,15.33550563,66.28370553,15.9941255,27.93084318,19.51954628,20.43316778,18.98109713,68.51176381,80.72323049,42.69606122,24.03804348,31.25093758,17.03958692,6.289656312,12.78032042,42.32365145,10.47835991,18.24963017,9.378318824,15.34102101,14.27135678,20.723589,30.65071526,46,12.51121495,15.75720993,55.71428571,18.81157044,18.57556561,18.49359645,7.342310124,40.70114337,27.47434886,16.34146341,55.43018605,8.975246315,35.53501607,45,56.52631579,100,21.29694583
11/03/2011,75.95635509,58.29457364,22.49169435,38.11942624,23.87096774,16.44465737,69.35566295,21.25714286,20.79384013,21.75594039,24.62912088,22.64559068,82.50551438,77.07236842,39.70933197,28.33333333,38.87323944,22.89156627,7.407303371,8.797364631,38.34024896,15.17084282,15.32529192,13.64595282,17.63337931,12.02025961,31.69319826,35.9937977,44,14.28738318,22.92949879,51.42857143,20.26218852,21.21394945,22.35903814,7.926157599,44.00398497,26.80929712,18.34685521,56.17343548,11.50677217,27.92858859,50,46.19575506,100,25.07821026
14/03/2011,73.11517862,56.58914729,21.61008022,48.19198692,23.07219662,18.03196973,75.24633489,25.60993789,16.33614427,20.47363322,25.79441392,22.00277609,95.00379228,77.77610948,43.64864865,28.32947531,37.91549296,23.20826162,7.794961599,9.188142438,38.79198775,18.54214123,10.24706063,16.50126669,20.79518599,10.55260387,39.94211288,42.64292881,43.33333333,13.0696903,27.41139915,47.14285714,17.16003175,23.08313047,21.74715666,6.712508243,48.97684086,25.57528539,17.68113586,51.76501157,14.01318369,18.02561636,50,44.34877384,100,24.05906064
15/03/2011,75.12160988,49.44410973,18.41098776,54.40681899,20.19919266,28.54194565,79.77708846,29.49004993,20.77183955,16.7518203,24.96794872,19.17703099,93.78512135,80.75896748,52.68918919,28.72552641,33.07042254,28.36956971,10.56618801,9.039415669,30.31617604,31.29840547,14.30665845,16.43722547,26.65039617,9.28356024,49.6382055,48.53447534,46,10.99205956,35.51175961,51.42857143,13.33807086,35.95722748,18.79033153,11.11899192,57.30341222,28.87358883,13.25733061,49.47479418,20.59081527,16.03349673,50,39.53707156,100,20.68526811
16/03/2011,78.21430093,40.23093144,19.70505477,66.30157135,21.43964191,43.55787702,81.90473735,30.89281491,31.15324738,17.10370286,29.59935897,20.39807477,93.44741869,79.61370277,65.9785564,33.57141782,33.23943662,32.73273666,12.51894779,12.47255254,20.70232625,40.22779043,28.23294262,16.36866623,36.21086215,8.424768928,60.06225989,61.16981417,48.34482759,11.73937177,41.19135363,55.71428571,14.06703764,48.55427439,20.14706358,22.78157893,66.82435341,42.5701038,10.35942778,47.75693544,25.86368348,22.56913022,50,29.5194321,100,21.76545129
